source_table,source,number,name,address,type_raw,type,region,contract_number,monthly_maintenance_required,notes,lat,lng,map_precision,map_matched,color
2,Приложение 3 / перечень ОС-ОТС,44,АТС Красногорское,"Гусевский р-н, п. Красногорье, ул. Гусева, д. 6",ОС,OS,п. Красногорье,10944505,True,"Из договора 10944505, таблица 2",54.720953,22.124765,settlement_approx,красногорское,#22c55e
2,Приложение 3 / перечень ОС-ОТС,45,"АТС ""Поддубы""","Гусевский р-н, п. Поддубы",ОС,OS,п. Поддубы,10944505,True,"Из договора 10944505, таблица 2",54.631471,22.230165,settlement_approx,поддубы,#22c55e
2,Приложение 3 / перечень ОС-ОТС,46,"АТС ""Кубановка""","Гусевский р-н, п. Кубановка, ул. Центральная, д. 2",ОС,OS,п. Кубановка,10944505,True,"Из договора 10944505, таблица 2",54.612976,22.081282,settlement_approx,кубановка,#22c55e
2,Приложение 3 / перечень ОС-ОТС,47,"АТС ""Липово""","Гусевский р-н, п. Липово, ул. Набережная, д. 13",ОС,OS,п. Липово,10944505,True,"Из договора 10944505, таблица 2",54.544835,22.102482,settlement_approx,липово,#22c55e
2,Приложение 3 / перечень ОС-ОТС,48,"АТС ""Михайловка""","Гусевский р-н, п. Михайловка",ОС,OS,п. Михайловка,10944505,True,"Из договора 10944505, таблица 2",54.574341,22.103082,settlement_approx,михайловка,#22c55e
2,Приложение 3 / перечень ОС-ОТС,49,"АТС ""Маяковское""","Гусевский р-н, п. Маяковское, ул. Заречная,  д. 1",ОС,OS,п. Маяковское,10944505,True,"Из договора 10944505, таблица 2",54.640424,22.045118,settlement_approx,маяковское,#22c55e
2,Приложение 3 / перечень ОС-ОТС,50,"АТС ""Первомайское""","Гусевский р-н, п. Первомайское",ОС,OS,п. Первомайское,10944505,True,"Из договора 10944505, таблица 2",54.590647,22.205306,settlement_approx,гусев,#22c55e
2,Приложение 3 / перечень ОС-ОТС,51,"АТС ""Северный""","Гусевский р-н, п. Северный",ОС,OS,п. Северный,10944505,True,"Из договора 10944505, таблица 2",54.599612,22.206435,settlement_approx,гусев,#22c55e
2,Приложение 3 / перечень ОС-ОТС,52,"АТС ""Фурманово""","Гусевский р-н, п. Фурманово",ОС,OS,п. Фурманово,10944505,True,"Из договора 10944505, таблица 2",54.573506,22.221871,settlement_approx,фурманово,#22c55e
2,Приложение 3 / перечень ОС-ОТС,53,"АТС ""Вишневое""","Зеленоградский р-н, п. Вишневое",ОС,OS,п. Вишневое,10944505,True,"Из договора 10944505, таблица 2",54.9582,20.4716,settlement_approx,зеленоградск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,54,"Атс, ЛТЦ дизельная Зеленоградск","г. Зеленоградск, ул. Крылова, д. 3а",ОС,OS,г. Зеленоградск,10944505,True,"Из договора 10944505, таблица 2",54.957353,20.470259,settlement_approx,зеленоградск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,55,"АТС ""Коврово""","Зеленоградский р-н, п. Коврово, ул. Балтийская, д. 42",ОС,OS,п. Коврово,10944505,True,"Из договора 10944505, таблица 2",54.963424,20.474,settlement_approx,зеленоградск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,56,"АТС ""Заостровье""","Зеленоградский р-н, п. Заостровье",ОС,OS,п. Заостровье,10944505,True,"Из договора 10944505, таблица 2",54.961165,20.4788,settlement_approx,зеленоградск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,57,"АТС  ""Романово""","Зеленоградский р-н, п. Романово, ул. Советская, д. 3",ОС,OS,п. Романово,10944505,True,"Из договора 10944505, таблица 2",54.964271,20.472518,settlement_approx,зеленоградск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,58,"АТС ""Муромское""","Зеленаградский р-н, п. Муромское, ул. Центральная",ОС,OS,п. Муромское,10944505,True,"Из договора 10944505, таблица 2",54.930459,20.727024,settlement_approx,муромское,#22c55e
2,Приложение 3 / перечень ОС-ОТС,59,"АТС "" Грачевка""","Зеленоградский р-н, п. Грачевка, ул. Центральная,12",ОС,OS,п. Грачевка,10944505,True,"Из договора 10944505, таблица 2",54.960388,20.479224,settlement_approx,зеленоградск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,60,"АТС ""Холмогоровка""","Зеленоградский р-н, п. Холмогоровка",ОС,OS,п. Холмогоровка,10944505,True,"Из договора 10944505, таблица 2",54.962859,20.479294,settlement_approx,зеленоградск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,61,"АТС ""Заречное""","Краснознаменский р-н, п. Заречное, ул. Центральная, д. 33",ОС,OS,п. Заречное,10944505,True,"Из договора 10944505, таблица 2",54.949035,22.494894,settlement_approx,краснознаменск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,62,АТС Краснознаменск,"г. Краснознаменск, ул. Калининградская, д. 84",ОС,OS,г. Краснознаменск,10944505,True,"Из договора 10944505, таблица 2",54.938729,22.487765,settlement_approx,краснознаменск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,63,"АТС ""Алексеевка""","Краснознаменский р-н, п. Алексеевка, ул. Центральная",ОС,OS,п. Алексеевка,10944505,True,"Из договора 10944505, таблица 2",54.939647,22.498565,settlement_approx,краснознаменск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,64,"АТС ""Ульяново""","Неманский р-н, п. Ульяново",ОС,OS,п. Ульяново,10944505,True,"Из договора 10944505, таблица 2",55.073494,22.114812,settlement_approx,ульяново,#22c55e
2,Приложение 3 / перечень ОС-ОТС,65,"АТС ""Маломожайское""",Неманский р-н п. Маломажайское,ОС,OS,п. Маломажайское,10944505,True,"Из договора 10944505, таблица 2",54.991988,22.116318,settlement_approx,маломожайское,#22c55e
2,Приложение 3 / перечень ОС-ОТС,66,"АТС ""Б.Село""","Неманский р-н, Большое Село",ОС,OS,не указано,10944505,True,"Из договора 10944505, таблица 2",55.054894,21.796776,settlement_approx,большое село,#22c55e
2,Приложение 3 / перечень ОС-ОТС,67,АТС Неман,"г. Неман, ул. Победы, д. 37",ОС,OS,г. Неман,10944505,True,"Из договора 10944505, таблица 2",55.040465,22.022906,settlement_approx,неман,#22c55e
2,Приложение 3 / перечень ОС-ОТС,68,"Гаражи, АТС г. Правдинск","г. Правдинск, ул. Кутузова, д. 12",ОС,OS,г. Правдинск,10944505,True,"Из договора 10944505, таблица 2",54.445041,21.008971,settlement_approx,правдинск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,69,"АТС ""Новоколхозное""","Неманский р-н, п. Новоколхозное",ОС,OS,п. Новоколхозное,10944505,True,"Из договора 10944505, таблица 2",55.044771,22.030388,settlement_approx,неман,#22c55e
2,Приложение 3 / перечень ОС-ОТС,70,"АТС ""Жилино""","Неманский р-н, п. Жилино",ОС,OS,п. Жилино,10944505,True,"Из договора 10944505, таблица 2",55.035241,22.023188,settlement_approx,неман,#22c55e
2,Приложение 3 / перечень ОС-ОТС,71,"АТС ""Пригородное""","Нестеровкий р-н, п. Пригородное",ОС,OS,п. Пригородное,10944505,True,"Из договора 10944505, таблица 2",54.625494,22.571224,settlement_approx,нестеров,#22c55e
2,Приложение 3 / перечень ОС-ОТС,72,"АТС ""Илюшино""","Нестеровкий р-н, п. Илюшино",ОС,OS,п. Илюшино,10944505,True,"Из договора 10944505, таблица 2",54.630929,22.570659,settlement_approx,нестеров,#22c55e
2,Приложение 3 / перечень ОС-ОТС,73,"АТС Луговое""","Нестеровский р-н, п. Луговое",ОС,OS,п. Луговое,10944505,True,"Из договора 10944505, таблица 2",54.624012,22.566635,settlement_approx,нестеров,#22c55e
2,Приложение 3 / перечень ОС-ОТС,74,"АТС ""Ясная поляна""","Нестеровски р-н, п. Ясная Поляна",ОС,OS,п. Ясная Поляна,10944505,True,"Из договора 10944505, таблица 2",54.630576,22.565294,settlement_approx,нестеров,#22c55e
2,Приложение 3 / перечень ОС-ОТС,75,"АТС ""Яблоновка""","Озерский р-н, п. Яблоновка",ОС,OS,п. Яблоновка,10944505,True,"Из договора 10944505, таблица 2",54.409435,22.004182,settlement_approx,озерск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,76,"АТС ""Мальцево""","Озерский р-н, п.Мальцево",ОС,OS,п. Мальцево,10944505,True,"Из договора 10944505, таблица 2",54.415294,22.004253,settlement_approx,озерск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,77,"АТС ""Лужки","Озерский р-н, п. Лужки",ОС,OS,п. Лужки,10944505,True,"Из договора 10944505, таблица 2",54.412682,22.018371,settlement_approx,озерск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,78,"АТС ""Гаврилово""","Озерский р-н, п. гаврилово",ОС,OS,п. гаврилово,10944505,True,"Из договора 10944505, таблица 2",54.402094,22.017453,settlement_approx,озерск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,79,"АТС ""Юдино""","Озерский р-н, п. Юдино",ОС,OS,п. Юдино,10944505,True,"Из договора 10944505, таблица 2",54.414024,22.006653,settlement_approx,озерск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,80,"АТС ""Львовское""",Озерский р-н. п. Львовское,ОС,OS,п. Львовское,10944505,True,"Из договора 10944505, таблица 2",54.413671,22.0207,settlement_approx,озерск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,81,"АТС ""Суворовка""","Озерский р-н, п. Суворовка",ОС,OS,п. Суворовка,10944505,True,"Из договора 10944505, таблица 2",54.402376,22.012865,settlement_approx,озерск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,82,"АТС ""Чистополье""","Озерский р-н, п. Чистополье",ОС,OS,п. Чистополье,10944505,True,"Из договора 10944505, таблица 2",54.418541,22.015053,settlement_approx,озерск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,83,АТС Багратионово,"Озерский р-н, п. Багратионово",ОС,OS,п. Багратионово,10944505,True,"Из договора 10944505, таблица 2",54.409506,22.018018,settlement_approx,озерск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,84,"АТС""Н.Гурьевское""","Озерский р-н, п. Ново-Гурьевское",ОС,OS,п. Ново-Гурьевское,10944505,True,"Из договора 10944505, таблица 2",54.779659,20.606718,settlement_approx,гурьевск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,85,"АТС ""Садовое""","Озерский р-н, п. Садовое",ОС,OS,п. Садовое,10944505,True,"Из договора 10944505, таблица 2",54.418612,22.014912,settlement_approx,озерск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,86,"АТС ""Новостроево""","Озерский р-н, п. Новостроево",ОС,OS,п. Новостроево,10944505,True,"Из договора 10944505, таблица 2",54.409929,22.004818,settlement_approx,озерск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,87,"АТС ""Олехово""","Озерский р-н, п. Олехово",ОС,OS,п. Олехово,10944505,True,"Из договора 10944505, таблица 2",54.410918,22.006582,settlement_approx,озерск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,88,"АТС ""Красноярское""","Озерский р-н, п. Красноярское",ОС,OS,п. Красноярское,10944505,True,"Из договора 10944505, таблица 2",54.408588,22.011382,settlement_approx,озерск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,89,"АТС ""Нилово""","Озерский р-н, п. Нилово",ОС,OS,п. Нилово,10944505,True,"Из договора 10944505, таблица 2",54.415718,22.0099,settlement_approx,озерск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,90,"Административные помещения Черняховск, АТС, ДИЗЕЛЬНАЯ","г. Черняховск, ул. Тольятти, д. 4 А",ОС/ ОТС,OS_OTS,г. Черняховск,10944505,True,"Из договора 10944505, таблица 2",54.633547,21.817965,settlement_approx,черняховск,#38bdf8
2,Приложение 3 / перечень ОС-ОТС,91,"АТС ""Озерск""","г. Озерск, пл. Победы, д. 1",ОС/ ОТС,OS_OTS,г. Озерск,10944505,True,"Из договора 10944505, таблица 2",54.412188,22.012512,settlement_approx,озерск,#38bdf8
2,Приложение 3 / перечень ОС-ОТС,92,"АТС ""Полесск""","г. Полесск, ул. Калининградская, д. 16",ОС/ ОТС,OS_OTS,г. Полесск,10944505,True,"Из договора 10944505, таблица 2",54.707894,20.460141,settlement_approx,калининград,#38bdf8
2,Приложение 3 / перечень ОС-ОТС,93,"АТС ""Головкино""","Полесский р-н, п. Головкино, ул. Молодежная",ОС,OS,п. Головкино,10944505,True,"Из договора 10944505, таблица 2",54.863512,21.093141,settlement_approx,полесск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,94,"АТС ""Сосновка""","Полесский р-н, п. Сосновка, ул. Центральная",ОС,OS,п. Сосновка,10944505,True,"Из договора 10944505, таблица 2",54.869229,21.1086,settlement_approx,полесск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,95,"АТС ""Залесье""","Полесский р-н, п. Залесье, ул. Школьная",ОС,OS,п. Залесье,10944505,True,"Из договора 10944505, таблица 2",54.866688,21.095329,settlement_approx,полесск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,96,"АТС ""Саранское""","Полесский р-н, п. Саранское",ОС,OS,п. Саранское,10944505,True,"Из договора 10944505, таблица 2",54.862947,21.098576,settlement_approx,полесск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,97,"АТС ""Славянское""","Полесский р-н, п. Славянское",ОС,OS,п. Славянское,10944505,True,"Из договора 10944505, таблица 2",54.871135,21.104718,settlement_approx,полесск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,98,"АТС ""Домново""","Правдинский р-н, п. Домново",ОС,OS,п. Домново,10944505,True,"Из договора 10944505, таблица 2",54.441935,21.026829,settlement_approx,правдинск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,99,"АТС ""Каштановка""","Правдинский р-н, п. Каштановка",ОС,OS,п. Каштановка,10944505,True,"Из договора 10944505, таблица 2",54.445182,21.024147,settlement_approx,правдинск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,100,"АТС ""Курортное""","Правдинский р-н, п. Курортное",ОС,OS,п. Курортное,10944505,True,"Из договора 10944505, таблица 2",54.442076,21.018359,settlement_approx,правдинск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,101,"АТС ""Дружба""","Правдинский р-н, п. Дружба",ОС,OS,п. Дружба,10944505,True,"Из договора 10944505, таблица 2",54.439747,21.009465,settlement_approx,правдинск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,102,"АТС ""Севское""","Правдинский р-н, п. Севское",ОС,OS,п. Севское,10944505,True,"Из договора 10944505, таблица 2",54.435512,21.011865,settlement_approx,правдинск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,103,"АТС ""Ново Бобруйск""","Правдинский р-н, п. Ново-Бобруйск",ОС,OS,п. Ново-Бобруйск,10944505,True,"Из договора 10944505, таблица 2",54.437559,21.013982,settlement_approx,правдинск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,104,"АТС ""Мозырь""","Правдинский р-н, п. Мозырь",ОС,OS,п. Мозырь,10944505,True,"Из договора 10944505, таблица 2",54.434241,21.009253,settlement_approx,правдинск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,105,"АТС ""Подлипово""","Правдинский р-н, п. Подлипово",ОС,OS,п. Подлипово,10944505,True,"Из договора 10944505, таблица 2",54.435865,21.013559,settlement_approx,правдинск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,106,"АТС ""Знаменка""","Правдинский р-н, п. Знаменка",ОС,OS,п. Знаменка,10944505,True,"Из договора 10944505, таблица 2",54.441229,21.018853,settlement_approx,правдинск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,107,"АТС ""Липняки""","Правдинский р-н, п. Липняки, ул. Центральная, д. 1",ОС,OS,п. Липняки,10944505,True,"Из договора 10944505, таблица 2",54.443912,21.025206,settlement_approx,правдинск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,108,"АТС ""Железнодорожный, гаражи","Правдинский р-н, п. Железнодорожный, ул. Коммунистическая, д. 54",ОС,OS,п. Железнодорожный,10944505,True,"Из договора 10944505, таблица 2",54.435371,21.022382,settlement_approx,правдинск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,109,АТС «Правдинск»,"г. Правдинск, ул. Кутузова, д. 12",ОС,OS,г. Правдинск,10944505,True,"Из договора 10944505, таблица 2",54.446876,21.011018,settlement_approx,правдинск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,110,"АТС ""Ермаково""","Правдинский р-н, п. Ермаково",ОС,OS,п. Ермаково,10944505,True,"Из договора 10944505, таблица 2",54.446735,21.009112,settlement_approx,правдинск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,111,"АТС ""Яснополяна""","Славский р-н, п. Яснополяна, ул. Центральная",ОС,OS,п. Яснополяна,10944505,True,"Из договора 10944505, таблица 2",55.047629,21.673624,settlement_approx,славск,#22c55e
